MainBranch,RemoteWork,EdLevel,LearnCode,LearnCodeOnline,YearsCode,DevType,OrgSize,Country,WorkExp,Industry,generation,Employment_Status,Language_Category,Tech_Category
Developer,In-person,Some College,Online Courses / Bootcamps,Mixed Approaches,8,Software Development Roles,Unknown,Mexico,3.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,In-person,Degree,Online Courses / Bootcamps,Mixed Approaches,14,Software Development Roles,Medium Organizations,Canada,12.0,Government and Other Services,Y,Employed,"Server-Side Development, Web Development","JavaScript Libraries, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,5,Software Development Roles,Medium Organizations,United Kingdom of Great Britain and Northern Ireland,5.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Colleague / On-the-job Training,Mixed Approaches,17,Engineering and Operations Roles,Medium Organizations,United States of America,12.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,9,Software Development Roles,Small Organizations,United Kingdom of Great Britain and Northern Ireland,7.0,Technology and Information Services,Y,Not employed,"Server-Side Development, Web Development",Frontend Technologies
Developer,In-person,Degree,Books / Physical Media,Mixed Approaches,30,Engineering and Operations Roles,Medium Organizations,Mexico,30.0,Services and Advertising,X,Employed,"Server-Side Development, Web Development",JavaScript Libraries
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,20,Software Development Roles,Medium Organizations,United States of America,11.0,Financial Sector,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,2,Software Development Roles,Small Organizations,Mexico,1.0,Technology and Information Services,Z,Employed,"Server-Side Development, Web Development","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,In-person,Some College,Online Courses / Bootcamps,Mixed Approaches,4,Software Development Roles,Small Organizations,Colombia,2.0,Technology and Information Services,Z,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,9,Software Development Roles,Large Organizations,United States of America,4.0,Healthcare and Education,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Non-developer,In-person,Degree,Online Courses / Bootcamps,Mixed Approaches,3,Data Science and Research Roles,Small Organizations,Mexico,1.0,Financial Sector,Z,Employed,"Server-Side Development, Web Development","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,In-person,Degree,Books / Physical Media,Mixed Approaches,11,Software Development Roles,Small Organizations,Mexico,6.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development, System Programming","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,7,Data Science and Research Roles,Freelancers / Sole Proprietors,Sri Lanka,5.0,Technology and Information Services,Y,Employed,"Server-Side Development, Mobile Development, Web Development, System Programming","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,15,Software Development Roles,Large Organizations,United States of America,8.0,Financial Sector,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,14,Management and Executive Roles,Medium Organizations,Brazil,11.0,Healthcare and Education,Y,Employed,"Server-Side Development, Mobile Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,7,Software Development Roles,Small Organizations,Philippines,1.0,Technology and Information Services,Z,Employed,Web Development,"Backend Technologies, Static Site Generators, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,35,Management and Executive Roles,Medium Organizations,Canada,36.0,Technology and Information Services,X,Employed,"Server-Side Development, Mobile Development, System Programming",Frontend Technologies
Developer,Remote,Secondary Education,Other Online Resources,Mixed Approaches,6,Software Development Roles,Small Organizations,Brazil,5.0,Technology and Information Services,Z,Employed,"Server-Side Development, Mobile Development, Web Development, System Programming","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Colleague / On-the-job Training,Mixed Approaches,10,Software Development Roles,Small Organizations,Sri Lanka,5.0,Technology and Information Services,Z,Employed,"Server-Side Development, Mobile Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,In-person,Degree,Online Courses / Bootcamps,Mixed Approaches,8,Software Development Roles,Medium Organizations,Viet Nam,3.0,Financial Sector,Z,Employed,"Server-Side Development, Web Development, System Programming","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,In-person,Degree,Books / Physical Media,Mixed Approaches,4,Data Science and Research Roles,Small Organizations,India,3.0,Healthcare and Education,Z,Employed,"Server-Side Development, Web Development, System Programming","Backend Technologies, Frontend Technologies"
Developer,Remote,Some College,Books / Physical Media,Mixed Approaches,20,Management and Executive Roles,Medium Organizations,Dominican Republic,20.0,Financial Sector,Y,Employed,"Server-Side Development, Mobile Development, Web Development","Static Site Generators, Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,13,Software Development Roles,Medium Organizations,Sweden,1.0,Government and Other Services,Y,Employed,Server-Side Development,Uncategorized
Developer,In-person,Secondary Education,Books / Physical Media,Mixed Approaches,6,Software Development Roles,Medium Organizations,Bangladesh,2.0,Government and Other Services,Y,Employed,Server-Side Development,Uncategorized
Developer,"Hybrid (some remote, some in-person)",Some College,Online Courses / Bootcamps,Mixed Approaches,10,Software Development Roles,Large Organizations,Thailand,9.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Static Site Generators, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Some College,Books / Physical Media,Mixed Approaches,15,Software Development Roles,Small Organizations,Brazil,15.0,Technology and Information Services,Y,Employed,"Server-Side Development, Mobile Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,13,Software Development Roles,Medium Organizations,Thailand,11.0,Services and Advertising,Y,Employed,"Server-Side Development, Mobile Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Some College,Online Courses / Bootcamps,Mixed Approaches,7,Software Development Roles,Medium Organizations,Spain,1.0,Technology and Information Services,Z,Employed,"Server-Side Development, Web Development","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Secondary Education,Colleague / On-the-job Training,Mixed Approaches,3,Software Development Roles,Medium Organizations,Australia,4.0,Government and Other Services,Z,Employed,"Server-Side Development, Mobile Development, Web Development, System Programming","Backend Technologies, Static Site Generators, Frontend Technologies"
Developer,In-person,Degree,Online Courses / Bootcamps,Mixed Approaches,7,Software Development Roles,Small Organizations,India,2.0,Services and Advertising,Z,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,13,"Education, Advocacy, and Sales Roles",Large Organizations,India,8.0,Manufacturing Sector,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,In-person,Some College,Colleague / On-the-job Training,Mixed Approaches,4,Software Development Roles,Medium Organizations,Israel,2.0,Technology and Information Services,Z,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,5,Software Development Roles,Small Organizations,Sweden,5.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Static Site Generators, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,15,Management and Executive Roles,Small Organizations,India,8.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development, System Programming","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,10,Software Development Roles,Medium Organizations,Spain,6.0,Technology and Information Services,Y,Employed,"Server-Side Development, Mobile Development, Web Development, System Programming",Backend Technologies
Non-developer,In-person,Degree,Books / Physical Media,Mixed Approaches,12,Software Development Roles,Medium Organizations,Myanmar,8.0,Financial Sector,Y,Employed,Server-Side Development,"Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,7,Software Development Roles,Small Organizations,Turkmenistan,5.0,Services and Advertising,Y,Employed,"Server-Side Development, Mobile Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,6,Software Development Roles,Medium Organizations,Mexico,6.0,Healthcare and Education,Y,Employed,"Server-Side Development, System Programming","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,17,Software Development Roles,Medium Organizations,Ukraine,16.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development",Backend Technologies
Developer,Remote,Degree,Other Online Resources,Mixed Approaches,20,Software Development Roles,Medium Organizations,United Kingdom of Great Britain and Northern Ireland,14.0,Financial Sector,Y,Employed,"Server-Side Development, System Programming",Backend Technologies
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,8,Data Science and Research Roles,Medium Organizations,Poland,10.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Some College,Books / Physical Media,Mixed Approaches,6,Engineering and Operations Roles,Medium Organizations,Poland,1.0,Technology and Information Services,Z,Employed,"Server-Side Development, Mobile Development, Web Development, System Programming","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,26,Software Development Roles,Medium Organizations,Poland,15.0,Technology and Information Services,Y,Not employed,"Server-Side Development, Mobile Development, System Programming","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Non-developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,20,Management and Executive Roles,Large Organizations,Germany,17.0,Technology and Information Services,X,Employed,"Server-Side Development, Web Development, System Programming","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,26,Software Development Roles,Medium Organizations,Spain,21.0,Technology and Information Services,X,Employed,"Server-Side Development, Mobile Development, Web Development",Frontend Technologies
Developer,"Hybrid (some remote, some in-person)",Some College,Books / Physical Media,Mixed Approaches,11,Software Development Roles,Medium Organizations,Greece,11.0,Technology and Information Services,Y,Employed,"Server-Side Development, Mobile Development, Web Development, System Programming","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,25,Management and Executive Roles,Large Organizations,India,22.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development, System Programming","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,23,Software Development Roles,Small Organizations,India,17.0,Technology and Information Services,Y,Not employed,"Server-Side Development, Mobile Development, Web Development, System Programming","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,5,Software Development Roles,Small Organizations,Ghana,5.0,Technology and Information Services,Y,Employed,"Mobile Development, Web Development","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,In-person,Some College,Colleague / On-the-job Training,Mixed Approaches,5,Software Development Roles,Medium Organizations,"Iran, Islamic Republic of...",5.0,Government and Other Services,Z,Employed,"Server-Side Development, Mobile Development, Web Development",Uncategorized
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,11,Software Development Roles,Small Organizations,United States of America,11.0,Technology and Information Services,X,Employed,"Web Development, System Programming",Frontend Technologies
Non-developer,Remote,Degree,Colleague / On-the-job Training,Mixed Approaches,22,Management and Executive Roles,Medium Organizations,United States of America,19.0,Government and Other Services,Y,Employed,"Server-Side Development, Web Development",Frontend Technologies
Developer,Remote,Degree,Colleague / On-the-job Training,Mixed Approaches,9,Software Development Roles,Medium Organizations,Pakistan,5.0,Healthcare and Education,Y,Not employed,Server-Side Development,Frontend Technologies
Developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,4,Software Development Roles,Small Organizations,India,3.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,8,Data Science and Research Roles,Small Organizations,Ukraine,5.0,Technology and Information Services,Z,Employed,"Server-Side Development, Mobile Development, Web Development, System Programming","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Some College,Other Online Resources,Mixed Approaches,9,Software Development Roles,Small Organizations,Germany,7.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development",Frontend Technologies
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,2,Software Development Roles,Small Organizations,India,2.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development",JavaScript Libraries
Developer,"Hybrid (some remote, some in-person)",Secondary Education,Other Online Resources,Mixed Approaches,8,Software Development Roles,Small Organizations,Czech Republic,6.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development",Uncategorized
Developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,7,Software Development Roles,Medium Organizations,Malaysia,1.0,Technology and Information Services,Z,Employed,"Server-Side Development, Mobile Development, Web Development","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,In-person,Some College,Books / Physical Media,Mixed Approaches,16,Management and Executive Roles,Small Organizations,Italy,16.0,Services and Advertising,Y,Employed,"Server-Side Development, Mobile Development, Web Development, System Programming","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,18,Software Development Roles,Medium Organizations,Germany,14.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","JavaScript Libraries, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Some College,Books / Physical Media,Mixed Approaches,13,Software Development Roles,Medium Organizations,Spain,3.0,Healthcare and Education,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,In-person,Degree,Other Online Resources,Mixed Approaches,4,Software Development Roles,Small Organizations,Pakistan,2.0,Technology and Information Services,Z,Employed,"Server-Side Development, Web Development",Backend Technologies
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,14,Software Development Roles,Medium Organizations,Lithuania,15.0,Technology and Information Services,Y,Employed,"Server-Side Development, Mobile Development, Web Development",Backend Technologies
Developer,"Hybrid (some remote, some in-person)",Some College,Online Courses / Bootcamps,Mixed Approaches,15,Software Development Roles,Medium Organizations,South Africa,13.0,Financial Sector,Y,Employed,"Server-Side Development, Mobile Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,6,Software Development Roles,Small Organizations,Poland,3.0,Technology and Information Services,Y,Employed,Server-Side Development,Uncategorized
Developer,In-person,Degree,Colleague / On-the-job Training,Mixed Approaches,7,Software Development Roles,Medium Organizations,United Kingdom of Great Britain and Northern Ireland,2.0,Technology and Information Services,Z,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Some College,Books / Physical Media,Mixed Approaches,11,Software Development Roles,Medium Organizations,Denmark,9.0,Government and Other Services,Y,Employed,"Server-Side Development, Web Development, System Programming",Frontend Technologies
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,40,Software Development Roles,Small Organizations,United States of America,30.0,Healthcare and Education,X,Employed,"Server-Side Development, Web Development","JavaScript Libraries, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,10,Software Development Roles,Small Organizations,Australia,7.0,Technology and Information Services,Y,Employed,Web Development,"Backend Technologies, JavaScript Libraries, Frontend Technologies"
Non-developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,40,Software Development Roles,Medium Organizations,Australia,35.0,Financial Sector,X,Employed,"Server-Side Development, Mobile Development, Web Development","JavaScript Libraries, Frontend Technologies"
Developer,Remote,Secondary Education,Other Online Resources,Mixed Approaches,6,Software Development Roles,Small Organizations,India,2.0,Technology and Information Services,Z,Employed,"Server-Side Development, Web Development, System Programming","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,8,Management and Executive Roles,Small Organizations,India,6.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,25,Software Development Roles,Small Organizations,Greece,20.0,Financial Sector,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,In-person,Degree,Books / Physical Media,Mixed Approaches,7,Software Development Roles,Medium Organizations,Jordan,3.0,Services and Advertising,Y,Employed,"Server-Side Development, Web Development","JavaScript Libraries, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,10,Software Development Roles,Small Organizations,Egypt,6.0,Financial Sector,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,13,Software Development Roles,Small Organizations,Brazil,8.0,Government and Other Services,Y,Employed,Web Development,Frontend Technologies
Developer,Remote,Some College,Books / Physical Media,Mixed Approaches,12,Software Development Roles,Medium Organizations,United States of America,20.0,Technology and Information Services,Y,Employed,Web Development,"Backend Technologies, Frontend Technologies"
Developer,Remote,Some College,Books / Physical Media,Mixed Approaches,29,Software Development Roles,Small Organizations,Italy,18.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,6,Software Development Roles,Large Organizations,India,4.0,Technology and Information Services,Y,Employed,Web Development,Frontend Technologies
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,7,Software Development Roles,Large Organizations,India,3.0,Services and Advertising,Y,Employed,"Server-Side Development, Web Development, System Programming","JavaScript Libraries, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,17,Software Development Roles,Medium Organizations,Spain,12.0,Services and Advertising,Y,Employed,"Server-Side Development, Web Development",Frontend Technologies
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,9,Software Development Roles,Large Organizations,United Kingdom of Great Britain and Northern Ireland,3.0,Healthcare and Education,Z,Employed,Web Development,"Backend Technologies, Frontend Technologies"
Developer,Remote,Some College,Books / Physical Media,Mixed Approaches,12,Software Development Roles,Small Organizations,Brazil,12.0,Technology and Information Services,Y,Not employed,"Server-Side Development, Web Development, System Programming","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Colleague / On-the-job Training,Mixed Approaches,12,Software Development Roles,Large Organizations,United States of America,8.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development, System Programming","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,25,Management and Executive Roles,Small Organizations,Spain,19.0,Financial Sector,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,8,Software Development Roles,Medium Organizations,Russian Federation,3.0,Technology and Information Services,Z,Employed,"Server-Side Development, Web Development","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Colleague / On-the-job Training,Mixed Approaches,11,Software Development Roles,Medium Organizations,Germany,4.0,Technology and Information Services,Z,Employed,"Server-Side Development, System Programming","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Other Online Resources,Mixed Approaches,5,Software Development Roles,Medium Organizations,India,3.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development",Uncategorized
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,27,Software Development Roles,Small Organizations,United States of America,20.0,Technology and Information Services,X,Employed,"Server-Side Development, Web Development, System Programming","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,6,Software Development Roles,Medium Organizations,Poland,2.0,Manufacturing Sector,Z,Employed,"Server-Side Development, Web Development, System Programming",Frontend Technologies
Developer,Remote,Some College,Books / Physical Media,Mixed Approaches,9,Software Development Roles,Medium Organizations,Hungary,5.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development",Frontend Technologies
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,13,Software Development Roles,Medium Organizations,United States of America,15.0,Financial Sector,Y,Employed,"Server-Side Development, Web Development",Frontend Technologies
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,25,Software Development Roles,Medium Organizations,United States of America,20.0,Manufacturing Sector,Y,Employed,Server-Side Development,Uncategorized
Developer,Remote,Some College,Books / Physical Media,Mixed Approaches,30,Software Development Roles,Small Organizations,Ukraine,23.0,Services and Advertising,Y,Employed,"Server-Side Development, Web Development, System Programming","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,In-person,Degree,Books / Physical Media,Mixed Approaches,23,Software Development Roles,Medium Organizations,Kazakhstan,7.0,Technology and Information Services,Y,Employed,"Server-Side Development, Mobile Development, System Programming",Backend Technologies
Developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,9,Engineering and Operations Roles,Medium Organizations,Switzerland,5.0,Manufacturing Sector,Y,Employed,"Server-Side Development, Web Development","JavaScript Libraries, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Other Online Resources,Mixed Approaches,16,Software Development Roles,Medium Organizations,Sweden,4.0,Government and Other Services,Y,Employed,"Server-Side Development, Mobile Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,14,Software Development Roles,Large Organizations,Netherlands,10.0,Services and Advertising,Y,Employed,Server-Side Development,Backend Technologies
Developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,9,Management and Executive Roles,Medium Organizations,Brazil,1.0,Financial Sector,Y,Employed,"Server-Side Development, Web Development",Frontend Technologies
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,9,Management and Executive Roles,Small Organizations,Zimbabwe,7.0,Financial Sector,Y,Not employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Documentation,17,Management and Executive Roles,Small Organizations,Hungary,5.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development",JavaScript Libraries
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,3,Software Development Roles,Small Organizations,United States of America,3.0,Government and Other Services,Y,Employed,"Server-Side Development, Web Development",Frontend Technologies
Developer,Remote,Degree,Online Courses / Bootcamps,Videos,5,Software Development Roles,Medium Organizations,United States of America,2.0,Manufacturing Sector,Y,Employed,"Server-Side Development, Web Development",Backend Technologies
Developer,Remote,Other,Books / Physical Media,Mixed Approaches,5,Software Development Roles,Small Organizations,Germany,1.0,Technology and Information Services,Z,Employed,"Server-Side Development, Mobile Development, Web Development, System Programming","Backend Technologies, Static Site Generators, Frontend Technologies"
Non-developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,6,Management and Executive Roles,Medium Organizations,France,20.0,Technology and Information Services,Y,Employed,"Server-Side Development, Mobile Development, Web Development",Frontend Technologies
Developer,In-person,Secondary Education,Books / Physical Media,Mixed Approaches,9,Software Development Roles,Small Organizations,Austria,2.0,Manufacturing Sector,Z,Employed,"Server-Side Development, Web Development, System Programming","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Documentation,11,Software Development Roles,Large Organizations,Nigeria,11.0,Technology and Information Services,Y,Employed,"Server-Side Development, System Programming",Uncategorized
Developer,Remote,Secondary Education,Books / Physical Media,Mixed Approaches,12,Software Development Roles,Medium Organizations,Uruguay,5.0,Financial Sector,Z,Employed,"Server-Side Development, Web Development, System Programming","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,5,Software Development Roles,Medium Organizations,Mexico,3.0,Technology and Information Services,Z,Employed,"Server-Side Development, Web Development","Static Site Generators, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,5,Software Development Roles,Small Organizations,Viet Nam,3.0,Technology and Information Services,Y,Not employed,"Server-Side Development, Web Development","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,8,Software Development Roles,Medium Organizations,India,8.0,Technology and Information Services,Y,Employed,Web Development,"Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,18,Software Development Roles,Small Organizations,Argentina,5.0,Manufacturing Sector,Y,Employed,Web Development,"Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,2,Software Development Roles,Small Organizations,Indonesia,2.0,Technology and Information Services,Z,Not employed,"Server-Side Development, Web Development, System Programming","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,4,Software Development Roles,Medium Organizations,India,1.0,Technology and Information Services,Z,Employed,"Server-Side Development, Web Development, System Programming","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,6,Software Development Roles,Medium Organizations,India,2.0,Technology and Information Services,Z,Employed,"Server-Side Development, Web Development","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,In-person,Degree,Books / Physical Media,Mixed Approaches,5,Software Development Roles,Small Organizations,Bangladesh,1.0,Technology and Information Services,Z,Employed,"Server-Side Development, Mobile Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Some College,Books / Physical Media,Mixed Approaches,15,Management and Executive Roles,Small Organizations,Canada,6.0,Services and Advertising,Y,Employed,"Server-Side Development, Web Development, System Programming","Backend Technologies, Frontend Technologies"
Developer,In-person,Secondary Education,Online Courses / Bootcamps,Mixed Approaches,4,Software Development Roles,Small Organizations,Bangladesh,1.0,Services and Advertising,Z,Employed,"Server-Side Development, Web Development","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Some College,Books / Physical Media,Mixed Approaches,14,Software Development Roles,Large Organizations,United States of America,13.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,9,Data Science and Research Roles,Large Organizations,India,5.0,Technology and Information Services,Y,Employed,Server-Side Development,Uncategorized
Developer,Remote,Some College,Other Online Resources,Mixed Approaches,30,Software Development Roles,Small Organizations,United Kingdom of Great Britain and Northern Ireland,25.0,Healthcare and Education,Y,Employed,"Server-Side Development, Web Development",Frontend Technologies
Developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,10,Software Development Roles,Medium Organizations,Israel,11.0,Government and Other Services,X,Employed,"Server-Side Development, Web Development, System Programming",Frontend Technologies
